CustomerID,Age,Income,EmploymentType,ResidenceType,CreditScore,LoanAmount,LoanTerm,PreviousDefault,RiskCategory
8877,24,49995,Self-employed,Parental Home,314,132000,28,No,Very High
8878,56,18624,Self-employed,Rented,400,484888,103,Yes,Low
8879,34,4735,Salaried,Parental Home,687,88451,128,No,Very High
8880,62,27315,Salaried,Rented,334,145653,230,No,Medium
8881,28,20422,Salaried,Owned,650,86617,160,Yes,Very High
8882,23,42137,Self-employed,Rented,582,350681,62,No,Very High
8883,40,10127,Self-employed,Parental Home,824,50101,65,No,Medium
8884,44,38680,Self-employed,Parental Home,464,29940,150,No,High
8885,63,15606,Unemployed,Parental Home,727,73907,169,No,Very High
8886,23,35743,Salaried,Parental Home,557,16016,357,No,High
8887,55,37010,Salaried,Rented,742,421159,248,Yes,Medium
8888,19,18636,Unemployed,Owned,419,59617,124,Yes,High
8889,39,28348,Unemployed,Owned,368,88292,303,Yes,High
8890,37,13108,Salaried,Rented,573,474801,357,Yes,High
8891,42,11098,Self-employed,Rented,621,7237,245,No,High
8892,32,39180,Salaried,Parental Home,661,368922,131,Yes,Very High
8893,66,21883,Self-employed,Rented,798,332407,102,Yes,Very High
8894,46,47400,Salaried,Owned,503,468196,221,Yes,Low
8895,25,48999,Salaried,Rented,805,287996,239,Yes,High
8896,54,10160,Unemployed,Rented,408,403974,109,No,Medium
8897,66,22929,Unemployed,Owned,564,442538,327,No,Very High
8898,69,20597,Self-employed,Owned,687,312147,101,Yes,High
8899,50,14123,Self-employed,Rented,715,90895,289,Yes,Medium
8900,39,31357,Salaried,Parental Home,611,276320,35,No,Low
8901,67,7960,Unemployed,Parental Home,551,34658,86,Yes,Medium
8902,64,36556,Self-employed,Parental Home,687,392182,327,Yes,Medium
8903,22,21255,Self-employed,Owned,502,141746,160,Yes,High
8904,56,16350,Self-employed,Owned,409,416126,347,Yes,Very High
8905,35,33881,Salaried,Parental Home,381,295092,175,Yes,Medium
8906,55,21409,Self-employed,Rented,492,454157,18,Yes,Medium
8907,54,35635,Self-employed,Rented,438,464788,64,No,Low
8908,47,5446,Unemployed,Rented,520,32749,167,No,Very High
8909,68,33657,Unemployed,Owned,488,260941,291,No,Very High
8910,48,24207,Unemployed,Owned,639,97356,320,Yes,Very High
8911,27,11752,Salaried,Parental Home,777,133390,280,No,Very High
8912,32,16440,Unemployed,Rented,721,293822,345,Yes,Very High
8913,59,47864,Unemployed,Owned,496,465982,106,No,Low
8914,65,9499,Unemployed,Owned,497,153498,339,No,Very High
8915,61,24139,Unemployed,Parental Home,623,312562,12,No,Very High
8916,35,17767,Self-employed,Rented,559,438925,126,No,High
8917,40,25343,Salaried,Owned,498,130400,348,No,Low
8918,50,30712,Self-employed,Owned,436,164752,52,Yes,Low
8919,33,22673,Self-employed,Owned,645,376347,198,No,Very High
8920,55,32488,Salaried,Owned,799,142240,280,Yes,Medium
8921,52,29520,Self-employed,Rented,474,497849,38,Yes,High
8922,51,47105,Unemployed,Parental Home,788,205263,134,No,High
8923,45,18784,Salaried,Rented,768,239929,51,Yes,Medium
8924,19,41079,Self-employed,Parental Home,615,445292,230,Yes,Very High
8925,47,47220,Self-employed,Owned,679,108845,265,No,Very High
8926,30,23491,Unemployed,Rented,741,107209,197,Yes,Low
8927,58,38268,Self-employed,Parental Home,432,268224,87,No,Very High
8928,33,17718,Self-employed,Parental Home,326,82333,63,No,Low
8929,22,38597,Self-employed,Owned,556,186047,216,No,Low
8930,45,35815,Salaried,Parental Home,655,385451,347,No,High
8931,56,38132,Salaried,Parental Home,535,303162,301,No,Medium
8932,62,29832,Self-employed,Parental Home,658,203723,315,Yes,Medium
8933,37,34862,Self-employed,Owned,570,352631,348,No,Low
8934,41,15864,Unemployed,Rented,848,108424,178,No,High
8935,44,25842,Salaried,Owned,809,78775,274,Yes,Medium
8936,47,11177,Salaried,Parental Home,738,219432,273,Yes,Low
8937,62,49115,Salaried,Parental Home,770,279071,237,Yes,Low
8938,44,43699,Self-employed,Rented,610,268088,320,No,Medium
8939,43,48609,Unemployed,Parental Home,516,57420,12,No,Medium
8940,24,14844,Unemployed,Rented,611,24503,40,No,Medium
8941,59,11594,Self-employed,Parental Home,529,420672,103,Yes,High
8942,64,16418,Self-employed,Parental Home,639,277319,114,No,Low
8943,55,37854,Unemployed,Owned,794,161002,134,Yes,Very High
8944,22,26108,Unemployed,Owned,463,139377,113,Yes,Medium
8945,40,13419,Salaried,Rented,415,479097,224,No,High
8946,45,25539,Self-employed,Owned,370,132412,188,No,High
8947,51,47370,Salaried,Rented,352,452163,326,Yes,Medium
8948,32,46950,Unemployed,Owned,641,236293,56,No,Medium
8949,49,15835,Salaried,Rented,631,306681,290,No,Medium
8950,43,20533,Unemployed,Parental Home,378,115681,299,Yes,Medium
8951,65,32515,Unemployed,Rented,406,38136,339,Yes,High
8952,48,38921,Salaried,Owned,381,425778,342,No,Medium
8953,36,44968,Self-employed,Rented,501,235568,320,No,Low
8954,26,25322,Salaried,Owned,691,443169,287,Yes,Low
8955,46,13223,Salaried,Parental Home,529,474946,324,No,Medium
8956,68,13273,Self-employed,Owned,319,342768,77,Yes,Medium
8957,56,36519,Self-employed,Parental Home,622,225336,57,Yes,High
8958,21,27160,Salaried,Parental Home,767,449915,41,No,Low
8959,20,11849,Unemployed,Owned,609,219545,208,No,Low
8960,46,28656,Salaried,Parental Home,771,417410,274,Yes,High
8961,69,13348,Unemployed,Owned,373,85312,106,No,Medium
8962,28,20924,Self-employed,Rented,735,245600,54,Yes,Very High
8963,50,41935,Self-employed,Parental Home,761,365559,261,Yes,High
8964,55,42132,Unemployed,Rented,449,90992,346,Yes,High
8965,28,4983,Salaried,Rented,614,219055,47,No,Very High
8966,44,27890,Self-employed,Owned,549,451565,140,Yes,Low
8967,50,17629,Unemployed,Owned,573,497912,18,No,High
8968,38,14273,Unemployed,Parental Home,781,88117,55,Yes,Low
8969,56,34739,Salaried,Owned,381,66241,72,Yes,Low
8970,48,43416,Unemployed,Rented,531,234716,37,Yes,High
8971,55,10894,Unemployed,Rented,330,206623,132,No,High
8972,63,49073,Salaried,Rented,383,133923,169,No,Medium
8973,19,48693,Self-employed,Parental Home,341,40629,268,No,Low
8974,44,27343,Self-employed,Owned,550,181323,74,No,High
8975,53,46095,Self-employed,Rented,809,18895,282,No,Low
8976,28,34174,Unemployed,Parental Home,686,456765,322,No,High
8977,64,47179,Unemployed,Owned,565,250488,324,No,High
8978,35,9900,Salaried,Owned,321,494248,128,No,Medium
8979,18,6800,Unemployed,Rented,706,397514,287,No,Medium
8980,52,38246,Unemployed,Parental Home,375,362488,356,No,Medium
8981,52,45735,Self-employed,Rented,786,326062,189,No,High
8982,48,45926,Unemployed,Rented,650,148864,128,Yes,Medium
8983,45,10054,Unemployed,Parental Home,539,330550,175,Yes,Low
8984,56,41827,Unemployed,Rented,350,20430,254,No,Low
8985,18,45727,Salaried,Parental Home,775,44130,176,Yes,High
8986,42,47775,Unemployed,Parental Home,824,178572,185,No,Medium
8987,60,44201,Salaried,Rented,456,395896,130,Yes,Very High
8988,55,32373,Self-employed,Rented,498,470060,248,Yes,High
8989,37,30525,Unemployed,Owned,730,74120,166,No,Very High
8990,20,41977,Salaried,Owned,417,66397,158,Yes,High
8991,68,10115,Self-employed,Parental Home,374,388356,94,Yes,Very High
8992,19,34107,Unemployed,Parental Home,666,59455,283,No,Low
8993,35,33486,Salaried,Parental Home,477,56078,321,Yes,Very High
8994,61,16068,Salaried,Owned,407,36088,224,No,Medium
8995,27,21640,Self-employed,Rented,778,205127,236,No,Very High
8996,22,35158,Unemployed,Rented,392,248719,245,Yes,Very High
8997,26,39136,Unemployed,Owned,399,242163,173,No,Low
8998,19,19128,Unemployed,Rented,480,407813,90,No,Medium
8999,51,27942,Salaried,Rented,395,7013,190,No,Medium
9000,55,5827,Unemployed,Rented,531,234823,303,Yes,Very High
9001,48,18990,Salaried,Owned,550,88640,138,Yes,High
9002,27,38255,Salaried,Parental Home,318,98979,192,Yes,Medium
9003,67,22987,Self-employed,Rented,586,149537,101,Yes,Medium
9004,29,49115,Salaried,Rented,506,484229,105,Yes,High
9005,53,23901,Self-employed,Parental Home,610,201641,100,No,Low
9006,38,19277,Self-employed,Rented,402,120184,279,No,Low
9007,66,4643,Unemployed,Rented,458,163559,260,Yes,Low
9008,64,26729,Self-employed,Parental Home,677,396189,192,Yes,Medium
9009,23,24087,Unemployed,Owned,523,203011,72,No,Medium
9010,65,24818,Self-employed,Owned,391,8219,158,Yes,High
9011,66,3019,Salaried,Rented,475,406293,130,No,High
9012,20,36443,Unemployed,Rented,409,400926,195,Yes,High
9013,27,12457,Salaried,Parental Home,478,424394,276,Yes,Very High
9014,22,36922,Unemployed,Parental Home,752,51994,292,No,Low
9015,63,12820,Salaried,Rented,374,378325,65,Yes,Medium
9016,43,35750,Self-employed,Rented,791,496239,123,No,High
9017,38,45586,Unemployed,Owned,402,240046,186,No,Medium
9018,62,39484,Unemployed,Owned,340,149036,308,No,Very High
9019,43,41010,Unemployed,Owned,734,223210,190,No,High
9020,55,40790,Self-employed,Owned,633,295432,61,No,High
9021,61,25869,Salaried,Parental Home,579,35714,128,No,Very High
9022,43,37421,Self-employed,Owned,841,270746,38,Yes,Low
9023,25,5502,Self-employed,Owned,805,355168,322,No,Low
9024,22,19665,Self-employed,Rented,542,271240,202,No,Medium
9025,32,28600,Salaried,Owned,378,367782,174,Yes,Medium
9026,33,32394,Self-employed,Rented,736,338796,17,No,High
9027,18,17086,Unemployed,Rented,760,217147,202,Yes,Low
9028,33,39171,Self-employed,Owned,496,296754,29,No,Medium
9029,54,37003,Salaried,Owned,330,71815,170,No,Low
9030,20,16149,Unemployed,Rented,329,254005,319,No,Medium
9031,69,33394,Salaried,Parental Home,412,108253,155,No,Very High
9032,64,17396,Self-employed,Rented,689,332729,206,Yes,Very High
9033,48,26324,Salaried,Parental Home,575,43419,241,Yes,Medium
9034,30,20169,Unemployed,Parental Home,519,490992,201,Yes,Very High
9035,33,49632,Salaried,Owned,575,134213,348,Yes,Low
9036,60,47277,Unemployed,Owned,311,309878,191,Yes,Medium
9037,38,29243,Unemployed,Owned,792,126898,144,Yes,Very High
9038,19,34016,Self-employed,Owned,348,123276,219,Yes,Medium
9039,44,6194,Self-employed,Rented,309,238422,156,Yes,Low
9040,55,35398,Unemployed,Parental Home,560,265855,170,Yes,Low
9041,43,7789,Salaried,Rented,619,218057,283,No,Medium
9042,55,23159,Unemployed,Parental Home,485,404755,32,Yes,Medium
9043,63,46406,Self-employed,Rented,528,288898,180,No,Low
9044,42,8350,Salaried,Parental Home,320,271367,306,Yes,Medium
9045,28,36301,Unemployed,Owned,315,163392,304,No,Medium
9046,25,27977,Self-employed,Parental Home,779,316483,320,Yes,Medium
9047,25,39431,Unemployed,Owned,305,141374,341,No,High
9048,50,3129,Unemployed,Parental Home,597,461262,299,Yes,Low
9049,24,48331,Unemployed,Rented,558,378313,292,Yes,High
9050,55,37626,Salaried,Parental Home,339,361295,75,Yes,High
9051,38,30549,Self-employed,Rented,575,220880,240,No,High
9052,25,15342,Self-employed,Rented,818,288385,113,Yes,Very High
9053,68,39417,Unemployed,Owned,810,300578,305,No,High
9054,38,13978,Unemployed,Parental Home,607,192803,258,No,Medium
9055,37,40628,Unemployed,Rented,832,309036,103,No,High
9056,25,45180,Salaried,Parental Home,779,297942,346,Yes,Very High
9057,63,11833,Self-employed,Owned,713,141210,147,No,Very High
9058,48,49903,Unemployed,Owned,822,381285,12,No,High
9059,67,36491,Self-employed,Parental Home,764,260922,326,No,Low
9060,46,32473,Unemployed,Rented,708,107156,302,No,Medium
9061,65,3737,Self-employed,Rented,349,205748,257,No,Medium
9062,26,32429,Unemployed,Rented,344,184973,251,No,Low
9063,32,49647,Salaried,Parental Home,570,280677,283,No,Medium
9064,47,4299,Unemployed,Rented,574,113672,153,No,Very High
9065,43,3339,Unemployed,Rented,722,431601,16,No,Very High
9066,27,35920,Unemployed,Rented,334,378498,347,Yes,Medium
9067,46,45381,Unemployed,Owned,803,477696,288,No,Low
9068,33,49523,Unemployed,Rented,787,364653,325,No,Medium
9069,53,22435,Self-employed,Parental Home,443,317088,68,No,High
9070,37,36194,Self-employed,Parental Home,492,63594,150,No,Very High
9071,62,27509,Salaried,Rented,846,213793,338,Yes,Very High
9072,54,45095,Unemployed,Parental Home,477,466196,132,Yes,High
9073,39,47289,Self-employed,Parental Home,617,146586,188,Yes,Very High
9074,24,4373,Self-employed,Rented,690,418833,172,No,High
9075,40,10082,Unemployed,Owned,450,137422,163,Yes,Very High
9076,58,28532,Unemployed,Rented,746,360086,49,Yes,Low
9077,57,45661,Salaried,Parental Home,840,314462,346,No,Very High
9078,46,21866,Salaried,Parental Home,449,89195,61,No,Medium
9079,33,10593,Self-employed,Rented,507,355314,246,No,Medium
9080,55,12495,Salaried,Parental Home,648,449574,100,No,Medium
9081,45,10837,Self-employed,Owned,561,236293,75,Yes,Medium
9082,65,14172,Salaried,Rented,712,264207,220,No,Low
9083,55,21680,Unemployed,Parental Home,388,459394,236,No,Very High
9084,48,33346,Salaried,Owned,557,80805,178,Yes,Medium
9085,31,46085,Self-employed,Parental Home,791,325609,213,Yes,Very High
9086,50,26412,Salaried,Owned,847,267752,153,No,Low
9087,26,25863,Self-employed,Parental Home,395,489096,348,Yes,High
9088,44,33804,Self-employed,Rented,703,120471,89,No,Low
9089,41,13934,Salaried,Parental Home,738,474873,21,No,Medium
9090,30,33723,Salaried,Rented,336,446866,259,No,Low
9091,43,23405,Self-employed,Owned,780,438050,55,No,Medium
9092,46,21748,Unemployed,Owned,479,236765,307,No,Low
9093,68,8230,Salaried,Parental Home,624,398383,120,Yes,Medium
9094,66,49413,Self-employed,Rented,705,446554,199,Yes,High
9095,60,25354,Unemployed,Rented,768,124467,81,Yes,High
9096,45,11954,Self-employed,Owned,570,135885,243,Yes,Very High
9097,45,26139,Salaried,Owned,653,175615,42,Yes,Very High
9098,25,48022,Self-employed,Parental Home,764,139328,304,No,Low
9099,40,20388,Self-employed,Owned,663,400695,197,No,High
9100,46,42825,Self-employed,Owned,368,356655,182,No,Medium
9101,22,39523,Salaried,Rented,607,197550,120,Yes,High
9102,59,38614,Unemployed,Rented,722,309083,108,Yes,High
9103,24,38732,Unemployed,Rented,813,425226,338,Yes,High
9104,59,44646,Unemployed,Owned,518,262974,49,Yes,High
9105,53,24021,Unemployed,Parental Home,344,106120,275,No,Medium
9106,58,30702,Salaried,Parental Home,532,276126,301,No,High
9107,44,48416,Self-employed,Owned,666,378477,156,Yes,High
9108,63,38523,Unemployed,Parental Home,421,317770,28,Yes,Low
9109,19,22116,Unemployed,Owned,794,324421,105,No,Very High
9110,42,9473,Salaried,Parental Home,448,245754,349,Yes,Very High
9111,26,25735,Self-employed,Owned,775,107305,64,No,Very High
9112,44,37461,Self-employed,Rented,649,81176,331,Yes,Very High
9113,18,14084,Unemployed,Parental Home,414,241847,120,Yes,Medium
9114,40,47771,Unemployed,Rented,536,377314,68,Yes,Low
9115,27,31756,Self-employed,Rented,346,393404,159,Yes,Low
9116,59,20068,Salaried,Parental Home,573,471492,72,Yes,Low
9117,69,31916,Self-employed,Owned,412,30702,36,Yes,High
9118,42,5919,Self-employed,Rented,844,457310,89,No,High
9119,20,26550,Unemployed,Rented,698,66541,38,No,Low
9120,23,39524,Salaried,Owned,591,109330,110,Yes,Medium
9121,23,6283,Salaried,Owned,615,157206,39,Yes,Very High
9122,19,7691,Salaried,Parental Home,461,278497,145,No,Medium
9123,35,26212,Unemployed,Parental Home,389,475133,308,No,Low
9124,40,43118,Salaried,Owned,350,372754,326,No,Very High
9125,19,31602,Salaried,Rented,723,413454,234,Yes,Very High
9126,29,20540,Unemployed,Owned,705,329910,345,Yes,Very High
9127,39,38829,Self-employed,Parental Home,443,112247,200,No,Medium
9128,54,8919,Salaried,Rented,827,313740,316,Yes,Low
9129,37,25277,Self-employed,Rented,432,219224,272,No,High
9130,56,20676,Salaried,Parental Home,798,412638,278,Yes,Very High
9131,41,45844,Self-employed,Rented,689,374498,353,No,Very High
9132,65,12752,Self-employed,Owned,469,255174,246,Yes,Very High
9133,37,19012,Unemployed,Parental Home,841,385692,51,No,Very High
9134,18,12175,Unemployed,Rented,459,427854,125,No,Very High
9135,18,43670,Salaried,Parental Home,711,184062,337,Yes,High
9136,34,5067,Salaried,Rented,683,75264,178,No,Very High
9137,18,34478,Unemployed,Owned,484,331900,337,No,Very High
9138,69,29439,Salaried,Parental Home,513,197357,121,No,High
9139,62,37747,Salaried,Rented,393,329697,31,No,Medium
9140,47,32810,Unemployed,Owned,518,291173,241,Yes,Low
9141,58,21302,Self-employed,Owned,518,187923,280,No,Medium
9142,64,3700,Salaried,Owned,312,241655,316,Yes,Very High
9143,20,39814,Unemployed,Rented,722,455442,87,No,Medium
9144,63,37841,Salaried,Rented,722,255805,276,No,High
9145,28,47713,Salaried,Owned,785,23384,326,Yes,Very High
9146,41,6048,Unemployed,Owned,676,428305,127,No,Medium
9147,39,36290,Unemployed,Owned,707,92926,14,Yes,Low
9148,61,14101,Salaried,Owned,418,169079,22,No,Medium
9149,62,32778,Salaried,Owned,570,225431,272,No,Very High
9150,43,30425,Self-employed,Rented,396,465942,163,No,Very High
9151,30,44509,Self-employed,Parental Home,346,249665,209,No,Very High
9152,18,20852,Unemployed,Parental Home,472,68182,93,Yes,High
9153,41,27500,Salaried,Parental Home,646,173531,136,No,Very High
9154,27,15674,Unemployed,Rented,536,201483,241,No,Medium
9155,52,26195,Unemployed,Parental Home,842,7015,145,No,Low
9156,41,27371,Salaried,Parental Home,512,223362,97,No,Medium
9157,45,36053,Self-employed,Parental Home,571,349226,309,Yes,Low
9158,53,14957,Unemployed,Parental Home,706,58901,54,No,Very High
9159,33,10108,Unemployed,Owned,377,242917,215,Yes,Low
9160,57,20829,Salaried,Rented,445,136102,292,No,High
9161,33,8837,Self-employed,Parental Home,311,142673,29,Yes,High
9162,34,18032,Self-employed,Owned,528,422605,202,No,High
9163,68,37234,Salaried,Parental Home,640,441314,234,Yes,High
9164,32,29352,Unemployed,Parental Home,463,482311,268,No,High
9165,33,33215,Salaried,Parental Home,681,188050,26,Yes,Low
9166,32,12106,Salaried,Parental Home,721,123307,193,Yes,Low
9167,51,44247,Self-employed,Parental Home,737,91985,45,No,Very High
9168,28,31766,Unemployed,Owned,362,22231,191,No,Low
9169,18,46048,Unemployed,Parental Home,545,317087,13,No,Low
9170,32,41700,Self-employed,Owned,349,422492,162,Yes,Medium
9171,43,12996,Unemployed,Parental Home,533,120196,121,Yes,Very High
9172,68,4178,Unemployed,Rented,827,388911,318,No,Low
9173,21,38319,Salaried,Owned,815,362096,313,Yes,Very High
9174,60,19025,Salaried,Parental Home,581,181867,117,No,High
9175,22,12780,Salaried,Owned,519,461560,266,Yes,Low
9176,52,25706,Unemployed,Parental Home,647,471729,25,No,Medium
9177,30,45916,Unemployed,Parental Home,663,265086,284,Yes,Medium
9178,27,12967,Unemployed,Owned,341,238708,155,No,High
9179,28,33856,Unemployed,Parental Home,722,19294,218,Yes,Medium
9180,35,40630,Self-employed,Parental Home,434,67996,118,No,Medium
9181,51,12179,Self-employed,Parental Home,558,389607,258,Yes,High
9182,56,41623,Unemployed,Parental Home,490,145276,234,No,Low
9183,58,20587,Salaried,Parental Home,555,483160,279,Yes,Medium
9184,59,26733,Salaried,Parental Home,793,106374,236,No,Medium
9185,67,25770,Self-employed,Owned,372,350138,86,No,Low
9186,40,36887,Self-employed,Rented,373,158424,54,Yes,High
9187,24,6975,Unemployed,Parental Home,700,264894,144,No,Medium
9188,56,15919,Unemployed,Owned,378,120156,294,Yes,Medium
9189,20,12602,Unemployed,Rented,547,187139,67,No,High
9190,29,48463,Unemployed,Owned,486,222475,219,Yes,Medium
9191,24,37060,Unemployed,Rented,769,421829,238,No,Low
9192,66,45154,Salaried,Rented,755,477406,115,Yes,Medium
9193,43,13140,Salaried,Rented,575,421920,347,No,Medium
9194,50,24170,Unemployed,Owned,478,349799,79,No,Medium
9195,54,31830,Salaried,Rented,428,13133,261,Yes,Low
9196,65,47540,Unemployed,Parental Home,678,232368,102,Yes,Low
9197,32,9590,Unemployed,Parental Home,414,199021,282,No,Very High
9198,19,49745,Self-employed,Rented,621,193393,37,No,Medium
9199,58,33609,Salaried,Rented,688,452416,218,Yes,Low
9200,24,20401,Salaried,Parental Home,763,348717,263,Yes,Medium
9201,49,30729,Self-employed,Owned,501,223813,21,Yes,High
9202,21,40944,Salaried,Owned,846,310960,109,No,High
9203,37,48167,Self-employed,Parental Home,708,485812,113,Yes,Medium
9204,67,31645,Salaried,Owned,451,217687,147,Yes,High
9205,53,32047,Unemployed,Owned,704,288005,347,Yes,Low
9206,49,25560,Self-employed,Rented,790,152551,232,No,Medium
9207,45,9647,Unemployed,Owned,461,341783,43,Yes,Medium
9208,30,24106,Unemployed,Parental Home,446,165530,288,Yes,Medium
9209,18,9015,Salaried,Owned,711,238764,107,Yes,Very High
9210,52,24506,Self-employed,Rented,555,344178,312,Yes,Very High
9211,65,27067,Unemployed,Parental Home,669,419036,279,No,Very High
9212,47,5056,Unemployed,Parental Home,590,210518,187,No,Medium
9213,53,34719,Self-employed,Parental Home,639,180036,114,Yes,Medium
9214,42,32328,Salaried,Rented,375,191905,198,Yes,Very High
9215,33,15176,Unemployed,Parental Home,839,456933,341,No,High
9216,36,45771,Salaried,Rented,804,159471,337,No,Low
9217,18,34885,Self-employed,Rented,620,421974,48,No,High
9218,22,24269,Salaried,Owned,606,386887,221,No,Very High
9219,68,49515,Self-employed,Parental Home,646,274802,266,No,Low
9220,39,6114,Salaried,Owned,692,233492,142,No,Very High
9221,41,16442,Salaried,Owned,498,257762,336,Yes,Low
9222,60,43151,Unemployed,Rented,481,134622,109,Yes,Low
9223,62,4629,Salaried,Owned,539,85801,44,Yes,Low
9224,69,20927,Unemployed,Owned,365,453378,47,Yes,Very High
9225,54,34317,Self-employed,Owned,470,418281,248,No,Very High
9226,53,26896,Self-employed,Parental Home,464,450177,14,Yes,Low
9227,53,31155,Unemployed,Owned,362,52467,142,No,Medium
9228,21,21288,Salaried,Rented,654,103041,231,No,Medium
9229,53,24415,Self-employed,Parental Home,350,409627,193,No,Medium
9230,69,39085,Self-employed,Rented,342,114109,39,Yes,Medium
9231,35,14251,Self-employed,Parental Home,620,198480,37,No,High
9232,67,39884,Unemployed,Parental Home,617,168769,168,Yes,High
9233,33,28574,Self-employed,Parental Home,515,413378,21,No,Medium
9234,58,12623,Self-employed,Rented,490,207643,120,Yes,Very High
9235,35,23936,Self-employed,Owned,789,158582,329,No,Medium
9236,39,9123,Self-employed,Parental Home,389,324992,107,Yes,Low
9237,19,6061,Unemployed,Rented,721,182997,157,No,Low
9238,38,43857,Unemployed,Parental Home,790,76664,192,No,Very High
9239,53,39499,Salaried,Owned,553,31841,221,Yes,Low
9240,61,42095,Self-employed,Parental Home,406,43746,353,No,Medium
9241,56,31451,Unemployed,Rented,593,478569,156,Yes,Medium
9242,64,19361,Salaried,Parental Home,810,353124,60,Yes,Very High
9243,56,18907,Salaried,Rented,535,466736,165,No,Very High
9244,46,37814,Self-employed,Owned,797,24180,272,Yes,Very High
9245,43,22605,Salaried,Owned,655,10444,340,Yes,High
9246,38,35256,Unemployed,Parental Home,603,370379,55,Yes,Low
9247,34,14332,Salaried,Owned,831,221918,247,No,Low
9248,33,40832,Salaried,Rented,791,74344,132,No,High
9249,48,32476,Unemployed,Parental Home,416,79216,259,Yes,Low
9250,68,12445,Salaried,Rented,666,51487,18,Yes,Very High
9251,26,36490,Salaried,Parental Home,758,421543,31,No,Low
9252,48,32767,Salaried,Rented,419,425050,195,No,Medium
9253,31,49057,Salaried,Parental Home,512,482849,211,Yes,High
9254,66,18210,Self-employed,Rented,482,459914,265,No,High
9255,54,27159,Self-employed,Rented,638,30826,256,Yes,Low
9256,19,10564,Unemployed,Parental Home,777,76654,75,Yes,High
9257,69,44043,Salaried,Rented,793,371161,310,No,Low
9258,65,24219,Unemployed,Owned,530,361216,311,Yes,Low
9259,63,30946,Self-employed,Rented,663,281851,164,Yes,Medium
9260,31,39587,Salaried,Parental Home,745,227175,28,No,Medium
9261,50,6364,Salaried,Owned,783,125919,50,No,Low
9262,52,7318,Self-employed,Owned,545,161047,164,No,High
9263,56,14479,Salaried,Rented,524,279740,306,Yes,High
9264,64,10398,Salaried,Rented,456,451423,50,No,Medium
9265,68,5452,Self-employed,Rented,664,435083,198,Yes,Low
9266,37,24672,Unemployed,Owned,485,387124,249,Yes,Low
9267,19,36193,Unemployed,Owned,794,96679,283,Yes,Medium
9268,68,16865,Salaried,Owned,484,270961,320,Yes,Low
9269,58,28345,Self-employed,Parental Home,686,293993,168,No,Medium
9270,36,49275,Unemployed,Parental Home,579,77018,242,No,Low
9271,54,23359,Unemployed,Rented,781,210925,205,Yes,High
9272,35,11799,Salaried,Parental Home,564,322497,261,Yes,Medium
9273,33,26053,Unemployed,Parental Home,651,420500,277,No,Low
9274,21,37892,Self-employed,Rented,381,264221,13,Yes,Low
9275,29,20684,Unemployed,Rented,480,106627,152,Yes,Medium
9276,46,8015,Self-employed,Owned,641,318899,193,Yes,Very High
9277,24,34665,Self-employed,Owned,495,278835,13,Yes,Very High
9278,31,11657,Salaried,Rented,359,268709,181,Yes,Low
9279,29,24951,Unemployed,Rented,450,46878,281,No,Low
9280,52,35063,Salaried,Parental Home,360,484755,318,No,Low
9281,22,35743,Unemployed,Parental Home,727,86386,60,No,Very High
9282,34,29521,Salaried,Parental Home,630,460181,296,No,Medium
9283,59,13731,Salaried,Rented,338,186539,331,Yes,Very High
9284,49,21744,Salaried,Rented,552,331700,290,No,High
9285,27,21423,Unemployed,Owned,532,140191,290,Yes,Very High
9286,60,20568,Salaried,Parental Home,653,446082,283,Yes,Very High
9287,34,6934,Self-employed,Owned,469,350718,55,No,Low
9288,22,14409,Unemployed,Rented,516,123146,71,No,Medium
9289,62,34410,Self-employed,Parental Home,647,250170,210,Yes,Medium
9290,59,33808,Salaried,Owned,825,70777,120,No,Very High
9291,26,11172,Salaried,Rented,710,255058,76,Yes,Low
9292,66,30358,Self-employed,Owned,827,140404,184,Yes,Medium
9293,50,3777,Salaried,Parental Home,825,259902,109,Yes,Low
9294,53,22763,Unemployed,Owned,542,171909,140,No,Very High
9295,53,38186,Self-employed,Owned,307,439469,279,Yes,Medium
9296,35,34170,Unemployed,Rented,582,53475,98,No,High
9297,26,23461,Unemployed,Parental Home,465,149470,100,No,Very High
9298,46,48222,Unemployed,Owned,502,435289,355,No,Very High
9299,67,5439,Salaried,Rented,663,30363,240,Yes,High
9300,31,10804,Salaried,Parental Home,451,383464,141,Yes,Very High
9301,42,48791,Self-employed,Rented,724,57225,143,Yes,High
9302,32,16212,Self-employed,Parental Home,768,189294,264,No,High
9303,23,24653,Unemployed,Rented,709,154732,121,Yes,Very High
9304,59,24971,Salaried,Rented,814,116001,308,Yes,High
9305,46,4989,Salaried,Rented,550,245882,305,No,High
9306,32,10868,Salaried,Owned,376,380553,226,Yes,Very High
9307,46,45026,Self-employed,Owned,721,67402,323,Yes,Very High
9308,21,36712,Salaried,Rented,684,260443,215,No,High
9309,35,27604,Unemployed,Parental Home,678,148817,35,Yes,Low
9310,67,25135,Unemployed,Rented,527,368049,104,Yes,Very High
9311,66,33544,Unemployed,Owned,417,64604,180,Yes,Very High
9312,61,40918,Salaried,Parental Home,566,146095,39,Yes,Low
9313,56,33847,Unemployed,Owned,534,477968,329,Yes,Very High
9314,33,46774,Unemployed,Rented,467,161033,201,No,Low
9315,28,13680,Self-employed,Owned,821,362787,277,Yes,Medium
9316,31,33083,Self-employed,Owned,636,323978,296,Yes,Very High
